Fuel_Level_Percentage,Vehicle_Load_kg,Speed_kmph,Temperature_C,Route_Type,distance
58.76,2219,37.8,29.4,Highway,108.33
92.09,1373.2,38.8,37.5,Urban,176.03
,1779.6,27.5,29,Urban,106.76
47.86,2834.7,45.1,15.5,Highway,59.94
73.28,593.4,79.2,31.3,Highway,672.79
60.69,1750.7,37.1,33.8,Urban,101.07
51.77,2636.1,51.9,44.4,Urban,44.09
23.27,1969.9,,16.2,Urban,60.8
49.07,1192.2,20.8,30.4,Highway,80.02
28.35,1494.2,74,17.9,Highway,164.74
91.91,2200.7,43.2,19.5,Urban,110.06
36.86,2727,72.1,33.3,Urban,46
95.47,602.7,22.3,21.9,Rural,184.84
55.64,678.8,28.7,37.5,Urban,109.49
,1312.6,39.4,30.4,Urban,128.54
56.58,1081.9,,21.5,Highway,232.96
17.29,1162.3,70.9,29.8,Urban,67.45
40.7,1053.2,20.7,15,Highway,58.86
14.42,989.6,58.5,40.9,Highway,69.37
64.18,826.6,27.9,15.4,Rural,138.94
47.45,2834.9,69.4,15.2,Highway,82.17
78.91,860.5,66.7,33.3,Urban,333.57
25.94,1011,50,44.2,Highway,125.42
20.63,1115.7,32.8,40.7,Rural,43.02
43.6,2832.5,,22.6,Urban,28.65
93.03,2389.3,29.4,,Urban,65.39
72.49,2474.2,31.4,33.8,Rural,75.78
44.8,761.9,,39.7,Urban,149.59
54.14,2590.8,79.5,25.9,Urban,81.2
13,1520.5,73.5,28,Urban,40.83
98.53,1157.1,55.6,18.5,Urban,313.13
68.31,1939.4,52.3,19.6,Highway,222.69
32.11,2555.5,79.9,32.1,Urban,56.75
60.65,2446.6,52.8,18.1,Urban,74.63
15.4,2725,45.2,21.1,Highway,17
96.75,2820.3,74.6,22,Highway,203.71
21.6,1095.3,34.1,,Rural,58.51
66.56,1559.6,25.9,16.4,Urban,84.14
28.32,536.6,58,30,Urban,121.07
73.17,2698.3,25.8,,Highway,51.97
,886.4,42.4,15.7,Urban,201.85
68.97,2653.7,45.4,33.9,Urban,54.43
63.38,1323.5,52.9,40.1,Highway,257.66
89.78,1420.3,79.5,24.4,Urban,382.28
12.47,597.8,33.3,18.9,Highway,47.26
36.44,1317.2,42.5,16.3,Highway,126.43
28.59,2720.9,27.9,34.3,Urban,16.2
98.86,563.9,56.5,31.6,Urban,371.28
41.99,1515.8,63.7,21.9,Urban,130.78
74.6,578.5,48.9,39.9,Urban,243.7
70.05,1427.3,34.7,37.1,Rural,139.53
,931.6,57.3,23.3,Highway,154.27
27.7,1130.5,52.3,37.6,Urban,74.77
31.72,2694,30.3,22.3,Urban,18.35
44.06,1590.1,44.3,35.3,Urban,82.93
27.26,1184.5,46.1,18.6,Rural,97.93
6.87,1973.3,79,35.8,Rural,13.66
88.54,855.3,71,22.2,Urban,410.89
96.73,1148.5,64.1,32.2,Rural,451.71
37.45,1865.6,73.3,20.2,Urban,89.15
37.16,1093.8,64.1,36.8,Urban,130.18
5.67,2197.8,74.2,16.8,Urban,13.71
69.62,1728.7,23.3,20,Highway,105.02
83.42,2430,47.4,20.5,Urban,102.62
18.93,2870.6,64.8,16.2,Rural,10.31
20.17,789.5,55,37.4,Urban,59
,1336.7,30.5,44.4,Highway,177.77
63.55,1298.9,40.4,38.4,Urban,105.49
,878,39.1,40.8,Urban,8.47
64.14,2525.8,35.7,15.2,Urban,40.28
34.35,2399.7,40.6,18.5,Rural,48.62
40.03,1711.1,50.9,31.8,Highway,145.96
78.12,1844.4,71.3,44.3,Urban,177.12
82.04,648.9,64.5,34.8,Urban,330.72
43.03,1888.8,70.1,26.2,Highway,201.45
94.98,2478.4,73,19.4,Urban,168.28
43.61,1934.6,45,19.6,Rural,89.87
78.32,1163.3,40.8,25.9,Rural,264.94
,2168.9,23.5,36.4,Highway,60.7
90.27,1403.7,75.8,16,Highway,542.17
91.24,1862.2,23.9,40.6,Highway,121.73
13.3,1718.9,64.5,43.2,Urban,41.33
93.97,1452.9,42.7,41.7,Urban,176.51
83.43,2297.2,76.9,42.4,Urban,141.98
80.17,2709.7,45.2,15.5,Rural,79.43
24.09,513,69,44.3,Highway,162.48
81.49,2834,37,26,Urban,49.58
85.76,1778.8,37.9,41.1,Highway,201.84
32.47,2251.8,55.7,20.6,Urban,43.25
95.46,2639.1,,,Rural,210.64
9.74,1667.8,51.1,16.3,Urban,37.81
19.24,2587.4,76.2,16.2,Highway,51.13
56.07,944,67.2,43.3,Urban,189.77
59.7,897.9,67.8,39.3,Highway,362.75
66.29,2143.7,46.2,30.9,Urban,92.85
6.61,2675.4,,30.8,Urban,-5.24
96.23,2731.1,31.5,37.5,Highway,81.03
9.24,2109.4,77.8,25.3,Highway,46.95
18.59,1813.7,77.6,,Rural,71
6.33,1328.5,64.8,29.6,Highway,30.61
58.85,2950,37.8,34.1,Highway,28.43
93.57,1299.2,34.7,,Rural,201.49
68.26,2360.5,79.3,29.1,Rural,193.65
83.15,1830,24,27.6,Highway,136.33
6.26,2021.3,70.6,42.2,Highway,13.43
56.49,1483.7,41.3,42.1,Rural,125.9
48.66,2912.1,45.1,44.8,Highway,37.31
52.4,1929.2,69.9,31.5,Highway,210.81
11.86,2844.5,25.4,25.3,Urban,-4.16
,519,41.3,22.2,Highway,348.98
52.81,1931.7,77.1,16,Urban,148.26
77.69,2293,61.9,36.8,Urban,121.15
51.1,2362.7,65.3,22,Rural,110.68
19.19,2762.4,65.5,33.2,Highway,31.9
66.58,511,23.6,42.5,Urban,104.66
21.38,500.8,32.2,43.5,Urban,32.68
87.88,1680.7,49.5,15.1,Urban,178.39
63.25,573.2,42.1,24.5,Urban,187.26
19.93,2936.3,44.7,40.1,Urban,21.94
96.42,1055.2,,31.1,Urban,365.14
54.24,1681.7,20.9,39.2,Urban,50.83
11.93,652.8,59.6,40.6,Rural,67.1
64.55,1805.1,20,28.3,Urban,68.31
29.05,1449.9,23.8,25.8,Urban,21.62
81.35,611.7,44.5,,Rural,321.65
82.69,1337.8,70.5,34.6,Highway,486.44
98,1478.6,28.7,26,Urban,150.73
,2974.8,53.3,38.2,Urban,25.83
48.22,1019.7,60.7,42.1,Highway,218.39
76.58,1861.9,33.8,23.5,Urban,105.22
17.58,2968.3,50.7,43.9,Highway,0.84
56.96,2480,74.7,33.7,Urban,90.78
,2983.4,50.7,41.3,Rural,43.38
13.5,2920.7,29.4,18.1,Highway,12.08
44.71,1723.8,57.7,22.5,Urban,127.5
86.06,2240.9,55.5,24.6,Urban,146.02
86.33,776.1,21.6,24.1,Highway,199.97
14.43,1602.9,25.4,20.2,Urban,25.72
13.62,2522.5,29.4,41,Urban,11.99
29.96,1763.3,28.2,27.6,Urban,32.1
88.1,2256.7,35.6,43.9,Highway,132.09
17.25,2364.4,47.2,32.5,Highway,31.86
,1133.7,42.3,19.2,Urban,179.94
14.61,2689.2,,31.4,Highway,50.79
64.2,1649.6,56.7,44.8,Highway,217.83
38.83,1025.5,72.6,32,Rural,220.46
79.95,2663.5,51.6,15.1,Rural,88.34
,1544.5,25.4,43,Rural,26.2
65.72,2375.8,,22,Rural,119.81
27.39,1870.1,69.3,35.7,Urban,68.36
72.8,1454.7,31.6,30.5,Urban,100.07
88,2524.7,,24.8,Urban,54.69
17.05,1961.2,39.8,23.5,Highway,51.65
87.33,1476.4,43.3,42.9,Urban,142.59
61.39,774,38.4,42.4,Highway,238.63
17.08,2738.6,28.1,30.4,Urban,14.37
45.62,588.7,35.1,22.8,Urban,119.91
20.28,2658,60.9,18.1,Urban,24.19
71.53,1399.9,43.2,19.7,Rural,222.32
77.09,2098.3,58,30.7,Urban,157.38
15.05,2805.5,52.2,24.2,Rural,14.37
53.08,879.3,52.9,16.3,Urban,175.54
82.39,1917.4,,,Highway,175.26
,2411.1,51.3,,Urban,112.12
53.78,2394,21.4,41.8,Urban,41.14
95.28,1814.1,45.9,32.6,Rural,230.97
55.89,2061.8,54.4,36.7,Urban,103.14
42.45,2393.8,30.9,25.9,Urban,47.64
85.58,2602.6,35.4,29.9,Highway,113.21
51.83,2404.5,33.2,36.9,Highway,61.09
49.83,1385,24.2,36.8,Rural,91.6
51.58,2991.8,40.9,27.7,Highway,48.63
85.44,1586.3,78.7,31.3,Highway,508.25
84.03,561.2,41.2,42.7,Urban,209.89
43.33,1406.5,47.6,34,Highway,174.83
36.66,819.5,59.2,34.3,Highway,239
51.73,803.6,58.9,38.5,Urban,173.91
59.41,1203.8,77,18.5,Highway,419.88
27.64,633.4,71.5,30.7,Urban,133.9
80.43,2221.3,67.6,43.8,Urban,121.15
51.22,685,77.1,25.8,Urban,261.65
36.73,1008.2,33.8,23.8,Urban,80.65
15.15,732.2,57,33,Highway,101.73
,657.9,73.2,21.6,Urban,145.21
95.18,1169.4,57.4,31.7,Urban,304.68
33.98,1929.7,78.6,19.7,Urban,125.19
21.04,2911.7,26,32.4,Urban,12.73
48.76,2688.9,46.4,33.1,Urban,39.51
34.17,2689.8,78.6,27.6,Highway,87.04
8.34,940.2,42.8,26.5,Urban,38.85
35.7,1162.3,64.4,22.4,Urban,118.18
,691,21.8,24.9,Highway,156.88
57.41,2446.2,61.7,30,Highway,147.92
38.87,674.5,76.1,22.4,Urban,195.2
47.49,1891.7,43,,Rural,80.19
96.72,1119.7,21.3,36.3,Rural,159.79
40.85,1108.6,21.7,23.1,Urban,43.42
29.53,2976.8,,17.9,Highway,44.58
28.13,2391.9,63.4,15,Urban,34.72
48.49,2592.3,26.4,32.9,Urban,46.41
,1930,23.3,21.3,Urban,68.93
24.57,2677.5,68.3,15.4,Rural,28.13
72.38,2113.7,68.6,25.8,Highway,280.22
7.01,2865.4,27.2,43.9,Urban,16.38
44.8,1203.3,38.1,35.7,Urban,77.75
78.71,1988.3,,40.7,Urban,163.9
37.18,2225.3,51.5,19.3,Urban,69.41
58.56,1482.3,77.4,17.2,Rural,284.49
24.47,2699.3,48.9,15.3,Highway,23.85
75.49,2949.5,60.6,43.7,Urban,53.42
9.97,1734.4,50.6,24,Urban,20.52
85.99,1476.6,76.6,28.8,Rural,427.9
23.83,1679.8,43.9,,Highway,87.38
88.07,2631.8,33.8,36.9,Urban,59.33
,2113.7,39.6,24.3,Urban,51.53
73.65,611.9,71.2,31.1,Urban,354.11
35.33,1855.4,49.9,44.9,Rural,88.18
91.06,543.3,41.3,28.3,Urban,261.61
17.03,2446.3,52.7,31.5,Urban,0.43
21.96,1320.8,28,30.1,Urban,29.54
51.84,1680,20.3,39.1,Urban,44.91
12.78,2496.7,36.8,23,Highway,15.1
23.62,616.1,56.3,20.1,Urban,85.92
94.66,896.4,62.7,37.6,Urban,334
97.77,1494.9,69.6,27.5,Urban,332.33
40.74,1074.8,,42.4,Urban,141.26
92.71,1344.8,44.7,34.3,Urban,209.13
56.76,2995.4,64.4,31.9,Rural,30.62
30.63,2563.5,24.5,17.1,Urban,21.58
71.73,2709.8,23.5,,Urban,32.47
,2842.6,27.5,35.6,Highway,50.49
98.97,1352.3,46.9,34.2,Rural,282.44
30.18,1242.7,32.7,23,Urban,57.51
68.85,1085.2,,43.4,Urban,120.75
9.94,2575.3,58.9,24.6,Highway,38.49
15.8,2198.9,41.5,19.6,Urban,23.79
5.37,1090.4,53.4,44.6,Rural,6.75
99.95,1442.5,44.7,37.4,Rural,251.51
81.22,1766.8,30.1,,Highway,166.16
79.74,1820.4,24.4,43.1,Urban,75.03
53.42,2721.8,34.2,17.7,Urban,44.47
33.51,1451.4,23.5,17.6,Rural,51.61
19.37,2771.3,57.1,35.5,Highway,30.86
32.04,1603.4,67.7,20.3,Urban,94.69
40.72,2365.9,40.4,42.5,Urban,38.27
76.85,2825.6,43.2,40.2,Highway,91.27
56.27,2768.9,69,24.2,Rural,90.4
12.36,642.4,33.4,41.7,Highway,47.53
6.71,1014.3,27.1,16.3,Urban,5.03
14.72,1692.3,50.1,31.5,Urban,41.29
44,1578.9,58.8,43.1,Urban,107.55
93.65,2102.2,56,40.7,Rural,215.71
65.55,2861.8,62.8,25.7,Urban,84.04
81.17,781,23.4,20.5,Highway,179.68
49.31,1629.6,45.7,21.3,Urban,109.01
39.36,981,34.3,30.4,Urban,85.12
15.3,2735.3,65.5,32.9,Highway,33.88
88.21,2911.5,72.4,16,Rural,116.41
79.4,1696.8,36.9,27.4,Urban,131.31
20.97,760,25.7,,Urban,34.78
53.66,2463.2,35.2,28.3,Highway,87.96
51.3,2242.9,,20.1,Highway,75.21
64.38,1386.7,39.3,43.6,Highway,181.1
94.89,2718.5,52.3,23,Urban,93.15
60.08,2939.6,78.4,39,Highway,94.79
56.32,1894.6,44,20.8,Rural,122.91
9.78,1914.3,33.2,27.7,Rural,34.5
10.98,1243.8,30,29.7,Highway,16.8
22.8,1961.3,30.4,30,Rural,41.27
8.08,1599.1,31.6,30.5,Urban,18.9
75.62,1255.5,65.7,21.7,Urban,264.28
73.72,668,23.7,30.5,Highway,197.79
,1131.8,79.8,29.5,Urban,93.53
84.43,994.6,51.4,21.3,Rural,345.71
19.7,1855.1,52.7,,Urban,47.44
33.61,2004.2,41.5,41,Urban,55
28.65,2021.4,61.4,41.6,Urban,47.13
40.37,1470.5,48.3,35.6,Urban,77.36
29.19,1553.1,39.7,19.8,Highway,90.77
51.45,2585.6,35.9,32,Urban,26.87
43.7,1690.6,75.5,39.6,Urban,98.41
98.72,2969.4,37.5,16.2,Rural,54.82
10.31,1599,46.2,,Urban,43.27
18.51,2124,41,26.9,Rural,29.68
10.02,625.9,25.2,21.4,Urban,21.28
64.45,2133.3,31.2,26.3,Urban,74.81
10.18,2628.6,31.4,44.5,Urban,5.19
84.46,2856.1,61.6,36.7,Highway,119.92
53.63,2993.3,44.4,24,Highway,62.06
,1205.4,66.9,33.2,Rural,259.08
58.35,1938.4,,22.4,Urban,137.76
21.23,1626.8,31.5,33.3,Highway,55.84
23.78,1909.5,53.8,41.9,Urban,31.98
,893.6,64.6,31.7,Rural,172.16
61.38,2640.4,58,37,Rural,73.52
,2773.9,56,28.6,Urban,30.14
16.05,1624.2,64.4,30.7,Urban,44.07
97.16,1201.1,23.4,35.9,Urban,124.69
7.09,852.1,63.9,39.4,Highway,43.3
,2209.4,36.4,34.8,Rural,101.07
79.86,1280.6,54.3,44.3,Rural,255.33
33.24,2773.8,34.5,39.6,Highway,38.6
17.88,2177.5,70.3,38.3,Highway,57.43
18.83,2114.2,,40.4,Urban,38.8
71.26,1898.5,58.6,23.4,Highway,269.66
66.07,614.4,67.6,28,Urban,319.73
79.36,2829.8,73.7,31.9,Highway,134.23
94.06,2069.8,63.9,28.9,Urban,204.26
70.73,2985.2,28.9,40.4,Urban,18.39
19.81,1843.4,71.3,15.8,Highway,74.55
28.13,2275.3,57.1,21.3,Rural,74.26
85.01,640.5,56.6,41.5,Highway,472.29
24.88,2079.3,75.3,16.8,Highway,94.37
11.89,2411.6,34.9,21.8,Rural,27.59
71.81,2446.3,34.4,25.5,Urban,66.36
43.24,2425.3,50.8,37.5,Urban,59.44
92.4,1065.7,65.1,31.8,Rural,437.88
,2938.5,46.8,,Rural,39.62
13.59,2988,58,21.8,Urban,30.63
95.05,689,47.2,41.2,Urban,272.74
29.56,2841.1,56.6,23.5,Rural,25.46
37.04,1223.6,,22.4,Highway,239.39
43.21,2223.2,30.8,,Urban,30.4
9.87,1345.3,61.7,17.1,Urban,44.15
52.17,2919.4,67.2,26.5,Rural,44.13
16.72,753.8,46.8,25.7,Urban,56.1
43.09,1744.4,39.4,19.8,Urban,73.24
38.32,1570.1,20.8,40.8,Highway,42.84
78.42,1315.1,67.8,26.6,Urban,283.04
81.3,2113.8,39.7,44.5,Urban,93.8
19.57,827.6,41.4,42,Urban,27.15
39.82,2291.7,40.2,20.8,Urban,33.53
40.47,2951.5,49.9,30.2,Rural,33.45
19.38,2511.4,62.1,33.1,Highway,37.23
80.85,2650,66.3,39.6,Urban,92.65
72.19,1399.1,43.6,41.6,Urban,137.67
23.09,1312.2,59.8,33.7,Urban,59.85
39.84,1792.6,63.2,16.1,Urban,97.64
15.05,614.3,37.8,,Highway,68.37
64.68,2863.4,25.8,41.5,Urban,29.96
16.53,859.5,73.7,36.4,Urban,58.79
98.66,2757.5,60.6,41.1,Rural,117.87
79.16,709,,35.2,Urban,298.03
42.07,2556.6,23.5,16.3,Urban,6.47
59.96,879.9,69.1,44,Rural,294.17
91.58,595.3,54,42.5,Rural,395.31
57.64,2298.7,70.9,18.8,Rural,127.63
21.58,1200.7,78.5,18.4,Highway,146.64
,2286.2,77.4,,Rural,123.68
85.1,1887.7,71.4,37.7,Rural,282.96
66.2,772,20.7,26.5,Urban,87.31
66.82,2830.3,73.1,19.1,Highway,129.82
87.35,1630.8,24.5,30.3,Urban,104.59
89.93,2336.1,71.1,25.1,Highway,315.15
,1752.6,36.8,25.6,Urban,140.06
14.01,2010.9,56.6,34.3,Urban,12.18
56.69,1256.9,22.3,41.6,Urban,64.32
75.35,1000.9,66.3,31.8,Urban,279.12
76.91,1856.4,26.7,35.6,Urban,70.15
62.64,1600.5,44.6,34.8,Highway,201.45
20.84,1475.3,69,31.5,Urban,79.52
80.75,2181.4,61.7,24.3,Highway,284.68
73.41,2226.3,20.4,26.3,Highway,79.05
13.18,614.8,44.2,24.5,Highway,64.59
49.06,1346.9,,42.5,Urban,37.01
,1529.4,60.4,39.8,Rural,92.36
37.06,742.2,78.1,32.4,Highway,305.08
6.72,1089.8,59.3,42.4,Rural,33.22
,629.1,33.5,41.6,Urban,88.25
57.24,2990.6,41.3,42.8,Urban,19.79
63.86,2341.4,78.6,21.7,Urban,135.21
68.03,718.6,33.4,36.5,Urban,126
84.45,550.6,53.7,33.3,Urban,317.86
25.47,2298.2,44,37,Rural,38.3
16.45,1598,66.1,22.9,Highway,98.66
85.9,2467,72,35.8,Urban,137.98
19.88,2808.7,40.5,27.3,Highway,19.68
97.6,1998.3,59.6,40,Urban,174.29
85.04,967.8,52.9,38.9,Urban,242.09
52.58,2455.5,36.7,21.3,Highway,68.47
98.24,2889.5,,20.5,Highway,90.66
14.25,1950.6,52.3,36.5,Highway,43.66
33.79,2205,29.2,,Urban,44.62
65.63,1343.7,68.6,31.7,Urban,211.86
,1453.8,24.1,37.6,Rural,67.11
93.2,2336.6,25.7,,Rural,68.61
11.23,2819.4,40.5,22.2,Urban,10.96
57.19,2072.5,27.1,31.7,Highway,74.55
61.13,2474.6,48.5,39.9,Urban,66.71
67.01,929.1,44,41.2,Urban,133.7
29.29,1029.9,63.3,23.6,Highway,181.44
39.63,1830.1,77.2,18.1,Highway,199.25
85.15,941.4,65.2,,Rural,476.84
23.52,2087.5,30.8,43.4,Highway,13.51
83.55,1229.1,76.1,28.9,Highway,578.13
58.45,2478.8,43.5,27.6,Urban,58.04
77.41,2520.3,48.5,15.4,Highway,119.38
72.79,1659.5,45.3,16.5,Rural,173.85
24.71,952,36.8,35.1,Urban,47.36
59.04,2116.9,73.7,32.7,Urban,143.54
87.43,2982,39.9,32.3,Rural,56.72
46.05,2056.5,54.7,18.3,Urban,71.69
96.83,589.4,34.4,25.6,Urban,222.58
47.96,543.2,67.8,39.4,Urban,209.93
18.56,1300.9,66.5,,Urban,62.65
42,989.5,37.8,41.5,Urban,99.32
95.41,2532.6,60.9,18.6,Highway,215.7
35.37,2612,62.2,20.1,Highway,88.84
87.47,1146.5,53.8,29.3,Highway,447.07
88.72,1314.1,56,43.4,Highway,377.46
38.27,1090.6,54.5,24.9,Urban,129.83
12.91,2771,24.9,34.7,Rural,11.6
73.83,1756.6,60.2,32.7,Rural,215.48
34.59,2140.3,48.2,19.5,Urban,51.19
79.38,1538.7,46.3,22.4,Urban,168.89
47.05,2077.5,71.6,42.9,Urban,111.06
51.1,1464.6,21.4,20.5,Urban,43.12
78.9,1349.2,35.1,35.9,Rural,174.1
41.32,2086.2,27.3,43.9,Urban,40.34
47.1,1977.7,22.1,18.6,Highway,64.81
40.74,1233.8,36.5,27,Urban,84.23
39.9,873.4,79.3,21.7,Highway,345.95
54.96,1421.4,36.2,21.6,Urban,102.47
81.84,1538,59.8,18.6,Highway,369.03
39.37,2071.7,27.1,34.5,Rural,33.01
54.8,2786.3,56.1,37.4,Urban,52.92
68.72,590.5,79.1,35.3,Urban,346.96
30.6,1109.2,37.5,42.7,Urban,54.03
31.36,984.3,70.9,19.4,Highway,230.79
93.67,1755.7,79.9,24.6,Urban,322.85
73.74,1574.3,55.3,25.3,Rural,256.53
59.83,2322.6,38.6,22,Urban,63.14
66.53,1106,60.4,19.3,Urban,224.27
7.78,1986.2,70.7,29.6,Highway,23.19
63.72,2709.6,30.3,40,Urban,49.2
53.4,2776.7,47.2,43.6,Highway,56.34
56.85,2897,39.2,18.9,Urban,39.39
39.15,2433.2,37,39.7,Rural,33.75
12.74,2765,71.6,39.7,Urban,19.79
23.37,1086.3,45.3,26.7,Highway,106.35
95.32,994,40.3,18.3,Urban,224.79
,516.2,56.2,,Urban,149.3
49.33,2267.1,33.2,34.7,Highway,80.13
10.01,2843.7,33.8,44.5,Urban,2.2
8.57,967.3,51.2,,Urban,24.76
73.13,2092.4,44.6,26.9,Urban,118.37
56.12,2366.1,37.7,22.4,Urban,47
53.33,2819,23.2,44.5,Highway,15.3
28.1,2117.2,51.2,22.6,Rural,66.51
,2925.7,69,15.7,Urban,47.97
20.98,1361.7,71.1,30.4,Rural,83.75
23.04,1374.8,34.1,26.3,Rural,72.99
48.77,1857.5,56,,Urban,125.17
,1458.8,71.4,34,Urban,101.06
28.51,503.6,44.5,25.9,Urban,104.17
66.3,2329.4,75.9,27.1,Highway,250.63
66.84,2379.3,74.2,15.7,Urban,130.74
83.33,2367.4,32.5,32.7,Urban,69.99
44.68,1362.6,35.5,18.7,Urban,85.68
11.94,1805.7,30.8,21.4,Highway,33.01
31,1399.9,31.8,,Urban,52.23
98.1,540.1,74.5,24.4,Highway,880.44
61.64,1906.1,75.9,19.9,Rural,256.22
72.43,809.4,23.1,32.3,Highway,197.91
5.7,700.1,55.6,21.4,Urban,2.29
54.23,2388.7,53.9,23.1,Urban,84.77
8.57,523.8,43.4,33.6,Urban,45.75
59.08,2897.5,57.9,37.2,Rural,70.34
92.47,1788.1,76.8,37.2,Rural,365.94
,2957.5,30.2,29.5,Highway,48.85
56.35,645,27.2,28.6,Urban,113.37
48.53,1958.8,22,38.6,Highway,61.63
94.78,1373.3,41.8,20.8,Rural,276.86
68.99,2608.7,40.3,,Rural,67.79
11.17,1403.1,45.8,34.9,Highway,29.56
49.24,1151.2,50.2,27.3,Highway,234.92
,2643.9,65.5,36.3,Highway,53.86
49.63,1436.6,43.5,22.7,Rural,143.5
48.27,542.1,39.8,,Highway,231.27
60.3,1475.7,69.6,41.9,Urban,174.49
38.89,2136.3,71,27.6,Highway,146.15
20.61,1135.9,34,32.7,Rural,50.49
52.85,1580,38.9,18.2,Highway,139.05
83.87,641.8,69.5,20.4,Highway,667.39
68.08,1970.2,24.8,16.1,Highway,100.65
37.14,2390.7,39.6,27.7,Highway,53.53
93.87,1533.3,46.9,44.7,Urban,187.08
91.66,1550.6,31.2,41.2,Highway,186.39
24.89,720.7,30.8,34,Urban,60.36
8.74,1004.9,45.5,40.8,Rural,31.14
75.42,886.7,65.3,32.8,Rural,405.55
83.62,1704.2,,26.1,Urban,263.14
96.95,1823.1,78.8,20.2,Rural,412.2
89.53,2872.4,24.4,34.6,Urban,40.88
62.05,683.1,33,20.8,Highway,249.31
55.35,1999.7,65.4,27.5,Urban,143.12
7.64,1816.2,52.4,39.8,Urban,18.84
28.43,1790.6,39.7,18.9,Rural,46.9
48.66,2682.9,32.3,18.9,Rural,16.04
64.71,1013.8,36.8,21.7,Highway,237.24
57.94,601.9,45.8,31.6,Urban,172.43
75.55,2180.7,30.6,22.6,Urban,67.64
31.58,1362.9,,30.1,Rural,165.49
58.67,544,26.5,24.1,Urban,120.49
13.37,1128.4,79.1,30.2,Urban,53.23
44.3,1273.3,70.5,23.3,Highway,293.79
76.27,2042.1,45.4,44.4,Rural,135.96
70.87,931.5,64.4,29.8,Urban,279.38
99.11,1532.6,60.3,37.3,Rural,362.47
31.4,1706.2,32.8,36,Highway,70.29
52.33,1648.1,40.3,29.7,Urban,92.51
36.31,2934.9,50.8,22.2,Highway,47.45
46.86,613.8,58.3,30.3,Highway,329.1
86.41,2877.4,52.6,35.4,Urban,62.92
70,1954.8,48.4,28.8,Highway,214.24
88.83,2489.3,46.6,17.5,Highway,160.17
24.33,1576,49.9,15.5,Urban,51.82
87.97,1634.6,46.1,24.8,Urban,183.85
10.68,2698.3,52.5,19.5,Urban,5.02
89.42,2739.8,73.3,42.2,Urban,120.1
36.26,1096.7,58,20.3,Urban,114.88
34.89,998.1,63.4,26.8,Highway,211.04
53.65,1740.6,55.8,,Urban,117.92
94.37,2750.7,58.6,39.5,Urban,98.75
9.54,1305.9,54.7,29.3,Urban,39.82
,2130,21.6,20.4,Highway,33.3
86.37,2270.4,80,23.1,Highway,358.4
42.63,2446.7,22,27.6,Urban,44.64
23.92,1909.8,43.7,25.9,Rural,48.07
45.36,1506.1,26.3,25.5,Highway,96.87
41.63,2917.5,25.8,19,Highway,12.19
91.96,2028.3,67.6,42.4,Urban,207.46
77.38,2321.4,45.6,15.9,Urban,79.58
52.99,1362.5,68.1,28.2,Rural,244.89
98.9,2174.9,36.4,44.4,Urban,103.97
49.2,1144.5,35.4,34.8,Highway,147.35
10.53,1112.7,35.1,25.7,Highway,26.62
29.92,2286.8,57,19.4,Rural,64.58
46.43,1803.5,68.9,43.9,Urban,133.94
19.91,2208.2,47.1,15.4,Highway,43.07
95.02,1173.6,42.8,35.4,Highway,351.14
77.85,1996.8,78.4,41.4,Urban,180.6
30.49,1609.8,27,15.8,Urban,39.17
61.13,1992.4,49.2,36.8,Urban,108.82
73.54,1227.2,44.5,45,Urban,142.69
94.42,2288.6,25.9,34.2,Urban,72.6
88.76,2514.8,36.1,,Highway,122.39
53.94,1149.8,21.7,41.2,Highway,77.12
78.59,1251.6,72.6,,Rural,403.97
58.4,2152.9,56.5,37.5,Urban,117.98
57.51,2239,68.9,32.6,Urban,103.46
15.9,2260.2,51.3,16.1,Rural,32.5
16.98,2206.7,56,21.4,Rural,52.61
55.31,1482,62.1,17.4,Highway,265.84
30.54,1487.1,74.5,18.2,Urban,92.44
,1137,25.5,,Rural,13.17
73.67,892.1,39.9,27.6,Urban,201.56
,2231.4,62.5,20.4,Urban,10.23
61.55,733,77.5,40.7,Highway,465.94
56.22,2844.5,78.8,37.5,Highway,95.34
97.04,2566.7,58.3,32.2,Urban,121.5
51,2643.8,31.6,29.7,Highway,58.66
11.04,2766.7,27.2,22.7,Highway,10.22
57.41,1521.5,76.8,29.2,Rural,274.25
84.9,2616.8,46,34.2,Urban,82.73
99.7,895.2,31.7,38.5,Urban,184.72
45.88,554.1,76,17.5,Highway,403.26
35.43,2462.2,26.3,,Rural,25.66
91.13,687,63.8,37.3,Urban,352.37
23.17,2971.3,57.5,31.8,Urban,36.04
63.47,2187,25.3,21.4,Urban,52.19
43.54,2383.6,40.3,31.2,Urban,43.36
8.9,1114.5,29,30.1,Rural,4.71
37.99,2184.7,56.3,29.3,Urban,57.98
30.2,608,48.6,28.8,Highway,163.72
70.18,2594.6,20.3,18.3,Urban,34.48
95.14,924.1,78.5,20.5,Urban,455.75
30.46,2243.4,41,17.9,Rural,48.75
82.09,1061.2,35.5,22.3,Highway,273.8
,671.1,33.3,22.9,Highway,53.47
56.12,1703.7,29.5,22.4,Highway,113.31
11.7,923.2,79.9,21.3,Urban,60.34
93.73,2323.6,37.7,37.1,Highway,146.94
77.8,1093.9,44.3,39.6,Urban,173.87
67.51,1356.2,72.3,24.8,Rural,340.16
83.27,1918.6,58.5,24.2,Highway,321.37
66.51,1212.4,42.1,40.3,Urban,125.83
